"","video_id","site","management","trophic_group","useful_time","useful_time_hrs","richness","richness_std","abundance","abundance_std","biomass","biomass_std","interaction_strength","detections","feeding_pressure","bites_kg"
"1","0058","Chañaral de Aceituno","MPA","Carnivore",58.5666666666667,0.976111111111111,5,2.56118383608423,9,4.61013090495162,2.93533851509811,1.50358831166095,0.512236767216847,1,2.00008870784764,3.9046176218759
"2","0058","Chañaral de Aceituno","MPA","Herbivore",58.5666666666667,0.976111111111111,2,1.02447353443369,3,1.53671030165054,0.804056270130128,0.411867184471893,0,0,5.88845703060423,11.4955766697463
"3","0058","Chañaral de Aceituno","MPA","Planktivore",58.5666666666667,0.976111111111111,0,0,0,0,0,0,0,0,0,0
"4","0058","Chañaral de Aceituno","MPA","Omnivore",58.5666666666667,0.976111111111111,0,0,0,0,0,0,0,0,0,0
"5","0059","Chañaral de Aceituno","MPA","Carnivore",26.75,0.445833333333333,3,3.36448598130841,7,7.85046728971963,1.87969036704672,2.10806396304305,1.1214953271028,1,0,0
"6","0059","Chañaral de Aceituno","MPA","Herbivore",26.75,0.445833333333333,0,0,0,0,0,0,0,0,0,0
"7","0059","Chañaral de Aceituno","MPA","Planktivore",26.75,0.445833333333333,1,1.1214953271028,12,13.4579439252336,0.466558127165193,0.523242759437599,34.7663551401869,31,0,0
"8","0059","Chañaral de Aceituno","MPA","Omnivore",26.75,0.445833333333333,0,0,0,0,0,0,0,0,0,0
"9","0066","Chañaral de Aceituno","TURF","Carnivore",28.8666666666667,0.481111111111111,3,3.11778290993072,5,5.19630484988453,0.827774902407128,0.86027414799817,0,0,4.88703808618509,4.70241664737365
"10","0066","Chañaral de Aceituno","TURF","Herbivore",28.8666666666667,0.481111111111111,2,2.07852193995381,2,2.07852193995381,0.219068274006314,0.227669106934969,0,0,0,0
"11","0066","Chañaral de Aceituno","TURF","Planktivore",28.8666666666667,0.481111111111111,1,1.03926096997691,1,1.03926096997691,0.00750226930607353,0.00779681567605794,0,0,0,0
"12","0066","Chañaral de Aceituno","TURF","Omnivore",28.8666666666667,0.481111111111111,0,0,0,0,0,0,0,0,0,0
"13","0067","Chañaral de Aceituno","TURF","Carnivore",32.5833333333333,0.543055555555556,2,1.84143222506394,3,2.76214833759591,0.623855510672654,0.574393820568172,0,0,1.44445700458981,1.56884080220727
"14","0067","Chañaral de Aceituno","TURF","Herbivore",32.5833333333333,0.543055555555556,1,0.920716112531969,1,0.920716112531969,0.0103413669264,0.00952146315474173,0,0,0.560527416257807,0.608795054880007
"15","0067","Chañaral de Aceituno","TURF","Planktivore",32.5833333333333,0.543055555555556,0,0,0,0,0,0,0,0,0,0
"16","0067","Chañaral de Aceituno","TURF","Omnivore",32.5833333333333,0.543055555555556,0,0,0,0,0,0,0,0,0,0
"17","0091","Las Cruces","MPA","Carnivore",24.7166666666667,0.411944444444444,2,2.42751180040459,12,14.5650708024275,6.37286212762386,7.7350990085792,6.06877950101146,5,0.430841152416884,0.354965238352355
"18","0091","Las Cruces","MPA","Herbivore",24.7166666666667,0.411944444444444,2,2.42751180040459,4,4.85502360080917,0.420030381796089,0.509814354169225,4.85502360080917,4,0.208405623240393,0.171703077369723
"19","0091","Las Cruces","MPA","Planktivore",24.7166666666667,0.411944444444444,0,0,0,0,0,0,0,0,0,0
"20","0091","Las Cruces","MPA","Omnivore",24.7166666666667,0.411944444444444,0,0,0,0,0,0,0,0,0,0
"21","0092","Las Cruces","MPA","Carnivore",28.1833333333333,0.469722222222222,1,1.06445890005914,2,2.12891780011827,1.58774769494788,1.69009216493565,0,0,7.13547147099778,6.7033790319207
"22","0092","Las Cruces","MPA","Herbivore",28.1833333333333,0.469722222222222,2,2.12891780011827,5,5.32229450029568,0.715165059669769,0.761263812776809,5.32229450029568,5,2.30194386411221,2.16254837456319
"23","0092","Las Cruces","MPA","Planktivore",28.1833333333333,0.469722222222222,0,0,0,0,0,0,0,0,0,0
"24","0092","Las Cruces","MPA","Omnivore",28.1833333333333,0.469722222222222,0,0,0,0,0,0,0,0,0,0
"25","0109","Chañaral de Aceituno","TURF","Carnivore",55.6833333333333,0.928055555555556,2,1.07752170008979,8,4.31008680035917,2.84989482149656,1.53541175656804,0.538760850044897,1,0.298815842027191,0.554635404562693
"26","0109","Chañaral de Aceituno","TURF","Herbivore",55.6833333333333,0.928055555555556,1,0.538760850044897,2,1.07752170008979,0.0345737769107437,0.0186269974376949,0,0,0.0875761715664772,0.162551105113111
"27","0109","Chañaral de Aceituno","TURF","Planktivore",55.6833333333333,0.928055555555556,1,0.538760850044897,3,1.61628255013469,0.0433739867798128,0.0233682059873281,0,0,0,0
"28","0109","Chañaral de Aceituno","TURF","Omnivore",55.6833333333333,0.928055555555556,0,0,0,0,0,0,0,0,0,0
"29","0193","Chañaral de Aceituno","MPA","Carnivore",25.85,0.430833333333333,3,3.4816247582205,3,3.4816247582205,1.25190193835139,1.45288426114281,0,0,0,0
"30","0193","Chañaral de Aceituno","MPA","Herbivore",25.85,0.430833333333333,2,2.321083172147,2,2.321083172147,0.667869192455829,0.775089971902316,0,0,0,0
"31","0193","Chañaral de Aceituno","MPA","Planktivore",25.85,0.430833333333333,1,1.1605415860735,16,18.568665377176,0.761967367419346,0.884294817121098,4.642166344294,4,0,0
"32","0193","Chañaral de Aceituno","MPA","Omnivore",25.85,0.430833333333333,0,0,0,0,0,0,0,0,0,0
"33","0212","Las Cruces","TURF","Carnivore",29.15,0.485833333333333,3,3.08747855917667,3,3.08747855917667,3.70841485546096,3.81655045158932,0,0,0,0
"34","0212","Las Cruces","TURF","Herbivore",29.15,0.485833333333333,2,2.05831903945112,3,3.08747855917667,1.32970999326352,1.36848369804135,0,0,0,0
"35","0212","Las Cruces","TURF","Planktivore",29.15,0.485833333333333,0,0,0,0,0,0,0,0,0,0
"36","0212","Las Cruces","TURF","Omnivore",29.15,0.485833333333333,0,0,0,0,0,0,0,0,0,0
"37","0310","Las Cruces","MPA","Carnivore",28.1833333333333,0.469722222222222,2,2.12891780011827,2,2.12891780011827,0.379994909535348,0.404488963432068,0,0,0.404488963432068,0.379994909535348
"38","0310","Las Cruces","MPA","Herbivore",28.1833333333333,0.469722222222222,2,2.12891780011827,3,3.19337670017741,0.65720220922294,0.699564740745885,1.06445890005914,1,0.182770868873745,0.171703077369723
"39","0310","Las Cruces","MPA","Planktivore",28.1833333333333,0.469722222222222,0,0,0,0,0,0,0,0,0,0
"40","0310","Las Cruces","MPA","Omnivore",28.1833333333333,0.469722222222222,1,1.06445890005914,1,1.06445890005914,0.0859205312710217,0.0914588742092484,0,0,0,0
"41","0318","Las Cruces","MPA","Carnivore",25.5166666666667,0.425277777777778,1,1.17570215545395,3,3.52710646636186,0.848481711046002,0.997561776540041,1.17570215545395,1,0,0
"42","0318","Las Cruces","MPA","Herbivore",25.5166666666667,0.425277777777778,2,2.3514043109079,3,3.52710646636186,0.236636798389352,0.278214393926083,1.17570215545395,1,0.0591134862257405,0.0502793041175604
"43","0318","Las Cruces","MPA","Planktivore",25.5166666666667,0.425277777777778,1,1.17570215545395,1,1.17570215545395,0.0247116048864702,0.0290534871297494,1.17570215545395,1,0,0
"44","0318","Las Cruces","MPA","Omnivore",25.5166666666667,0.425277777777778,0,0,0,0,0,0,0,0,0,0
"45","0363","Chañaral de Aceituno","OA","Carnivore",40.2666666666667,0.671111111111111,4,2.98013245033113,10,7.45033112582782,4.66805449825096,3.47785517253797,0,0,0,0
"46","0363","Chañaral de Aceituno","OA","Herbivore",40.2666666666667,0.671111111111111,2,1.49006622516556,3,2.23509933774834,0.246214866169038,0.183438228106071,0,0,0.0603228355139099,0.0809666503342257
"47","0363","Chañaral de Aceituno","OA","Planktivore",40.2666666666667,0.671111111111111,1,0.745033112582781,1,0.745033112582781,0.0247116048864702,0.0184109639054828,0,0,0,0
"48","0363","Chañaral de Aceituno","OA","Omnivore",40.2666666666667,0.671111111111111,1,0.745033112582781,7,5.21523178807947,0.615264127756916,0.458392148163265,0,0,0,0
"49","0364","Chañaral de Aceituno","OA","Carnivore",20.2666666666667,0.337777777777778,3,4.44078947368421,8,11.8421052631579,3.45707287351218,5.11737760881737,5.92105263157895,4,0,0
"50","0364","Chañaral de Aceituno","OA","Herbivore",20.2666666666667,0.337777777777778,1,1.48026315789474,1,1.48026315789474,0.771414745120846,1.14189682665915,0,0,0,0
"51","0364","Chañaral de Aceituno","OA","Planktivore",20.2666666666667,0.337777777777778,1,1.48026315789474,1,1.48026315789474,0.0247116048864702,0.0365796782858934,0,0,0,0
"52","0364","Chañaral de Aceituno","OA","Omnivore",20.2666666666667,0.337777777777778,0,0,0,0,0,0,0,0,0,0
"53","0366","Las Cruces","TURF","Carnivore",23.2,0.386666666666667,3,3.87931034482759,4,5.17241379310345,2.24677615842438,2.90531399796256,1.29310344827586,1,0,0
"54","0366","Las Cruces","TURF","Herbivore",23.2,0.386666666666667,2,2.58620689655172,2,2.58620689655172,0.362780655177651,0.469112916177997,0,0,0,0
"55","0366","Las Cruces","TURF","Planktivore",23.2,0.386666666666667,1,1.29310344827586,8,10.3448275862069,0.380983683709673,0.492651315141819,0,0,0,0
"56","0366","Las Cruces","TURF","Omnivore",23.2,0.386666666666667,0,0,0,0,0,0,0,0,0,0
"57","0367","Chañaral de Aceituno","OA","Carnivore",31.25,0.520833333333333,2,1.92,2,1.92,0.687182226466065,0.659694937407423,0,0,0,0
"58","0367","Chañaral de Aceituno","OA","Herbivore",31.25,0.520833333333333,1,0.96,1,0.96,0.268192052414868,0.257464370318273,0,0,0,0
"59","0367","Chañaral de Aceituno","OA","Planktivore",31.25,0.520833333333333,0,0,0,0,0,0,0,0,0,0
"60","0367","Chañaral de Aceituno","OA","Omnivore",31.25,0.520833333333333,0,0,0,0,0,0,0,0,0,0
"61","0368","Chañaral de Aceituno","OA","Carnivore",14.7166666666667,0.245277777777778,1,2.03850509626274,1,2.03850509626274,0.354965238352355,0.723598447377393,0,0,0,0
"62","0368","Chañaral de Aceituno","OA","Herbivore",14.7166666666667,0.245277777777778,1,2.03850509626274,1,2.03850509626274,0.0163207625046411,0.0332699575406047,0,0,0,0
"63","0368","Chañaral de Aceituno","OA","Planktivore",14.7166666666667,0.245277777777778,0,0,0,0,0,0,0,0,0,0
"64","0368","Chañaral de Aceituno","OA","Omnivore",14.7166666666667,0.245277777777778,0,0,0,0,0,0,0,0,0,0
"65","0369","Chañaral de Aceituno","TURF","Carnivore",21,0.35,2,2.85714285714286,3,4.28571428571429,0.551448441850074,0.787783488357248,1.42857142857143,1,0,0
"66","0369","Chañaral de Aceituno","TURF","Herbivore",21,0.35,2,2.85714285714286,5,7.14285714285714,0.413539793987544,0.59077113426792,0,0,4.24013815568332,2.96809670897832
"67","0369","Chañaral de Aceituno","TURF","Planktivore",21,0.35,1,1.42857142857143,1,1.42857142857143,0.00750226930607353,0.010717527580105,0,0,0,0
"68","0369","Chañaral de Aceituno","TURF","Omnivore",21,0.35,0,0,0,0,0,0,0,0,0,0
"69","0373","Chañaral de Aceituno","TURF","Carnivore",23.75,0.395833333333333,1,1.26315789473684,1,1.26315789473684,0.102647073518013,0.129659461285911,0,0,0,0
"70","0373","Chañaral de Aceituno","TURF","Herbivore",23.75,0.395833333333333,1,1.26315789473684,2,2.52631578947368,0.0374548249437075,0.0473113578236305,1.26315789473684,1,0,0
"71","0373","Chañaral de Aceituno","TURF","Planktivore",23.75,0.395833333333333,0,0,0,0,0,0,0,0,0,0
"72","0373","Chañaral de Aceituno","TURF","Omnivore",23.75,0.395833333333333,0,0,0,0,0,0,0,0,0,0
"73","0641","Chañaral de Aceituno","OA","Carnivore",22.55,0.375833333333333,1,1.33037694013304,1,1.33037694013304,0.102647073518013,0.136559299580505,0,0,1.8298781271181,1.3754583922171
"74","0641","Chañaral de Aceituno","OA","Herbivore",22.55,0.375833333333333,2,2.66075388026608,6,7.98226164079823,0.358885030006002,0.477452368078938,19.9556541019956,15,1.73316476141417,1.30276217899632
"75","0641","Chañaral de Aceituno","OA","Planktivore",22.55,0.375833333333333,1,1.33037694013304,2,2.66075388026608,0.0289159911865419,0.0384691678756655,0,0,0,0
"76","0641","Chañaral de Aceituno","OA","Omnivore",22.55,0.375833333333333,0,0,0,0,0,0,0,0,0,0
"77","0642","Chañaral de Aceituno","OA","Carnivore",58.8,0.98,3,1.53061224489796,4,2.04081632653061,1.12514289976687,0.574052499881057,0,0,2.8241244879763,5.53528399643355
"78","0642","Chañaral de Aceituno","OA","Herbivore",58.8,0.98,2,1.02040816326531,3,1.53061224489796,0.288492883621321,0.147190246745572,1.53061224489796,3,8.98011435899016,17.6010241436207
"79","0642","Chañaral de Aceituno","OA","Planktivore",58.8,0.98,1,0.510204081632653,5,2.55102040816327,0.0375113465303677,0.0191384421073304,0,0,0,0
"80","0642","Chañaral de Aceituno","OA","Omnivore",58.8,0.98,0,0,0,0,0,0,0,0,0,0
"81","0643","Chañaral de Aceituno","OA","Carnivore",40.0166666666667,0.666944444444444,2,1.4993752603082,5,3.74843815077051,2.10589850899086,1.57876606255041,0.749687630154102,1,9.15792288532894,12.2156515820416
"82","0643","Chañaral de Aceituno","OA","Herbivore",40.0166666666667,0.666944444444444,2,1.4993752603082,5,3.74843815077051,0.405554514310647,0.304039202731847,6.74718867138692,9,0.796549609684101,1.0625086738064
"83","0643","Chañaral de Aceituno","OA","Planktivore",40.0166666666667,0.666944444444444,1,0.749687630154102,7,5.24781341107872,0.0742470334095255,0.0556620825227597,0,0,0,0
"84","0643","Chañaral de Aceituno","OA","Omnivore",40.0166666666667,0.666944444444444,1,0.749687630154102,1,0.749687630154102,0.0642782149825051,0.0481885826607702,0,0,0,0
"85","0644","Chañaral de Aceituno","TURF","Carnivore",25.55,0.425833333333333,2,2.34833659491194,3,3.52250489236791,0.470567391562768,0.552525312989551,0,0,0.175603248387536,0.149555433210051
"86","0644","Chañaral de Aceituno","TURF","Herbivore",25.55,0.425833333333333,2,2.34833659491194,3,3.52250489236791,0.159753060416049,0.187576978962092,0,0,0.158966770494012,0.1353866995374
"87","0644","Chañaral de Aceituno","TURF","Planktivore",25.55,0.425833333333333,1,1.17416829745597,1,1.17416829745597,0.0247116048864702,0.0290155830369513,0,0,0,0
"88","0644","Chañaral de Aceituno","TURF","Omnivore",25.55,0.425833333333333,0,0,0,0,0,0,0,0,0,0
"89","0645","Chañaral de Aceituno","TURF","Carnivore",11.8,0.196666666666667,3,7.6271186440678,3,7.6271186440678,1.6232718832788,4.12696241511558,0,0,0,0
"90","0645","Chañaral de Aceituno","TURF","Herbivore",11.8,0.196666666666667,2,5.08474576271186,3,7.6271186440678,0.682523534660487,1.73522932540802,5.08474576271186,2,0.587470266119984,0.231071638007194
"91","0645","Chañaral de Aceituno","TURF","Planktivore",11.8,0.196666666666667,0,0,0,0,0,0,0,0,0,0
"92","0645","Chañaral de Aceituno","TURF","Omnivore",11.8,0.196666666666667,0,0,0,0,0,0,0,0,0,0
"93","0646","Chañaral de Aceituno","TURF","Carnivore",19.25,0.320833333333333,1,1.55844155844156,2,3.11688311688312,0.527570484737781,0.822187768422515,0,0,0,0
"94","0646","Chañaral de Aceituno","TURF","Herbivore",19.25,0.320833333333333,0,0,0,0,0,0,0,0,0,0
"95","0646","Chañaral de Aceituno","TURF","Planktivore",19.25,0.320833333333333,1,1.55844155844156,3,4.67532467532468,0.0247116048864702,0.0385115920308626,0,0,0,0
"96","0646","Chañaral de Aceituno","TURF","Omnivore",19.25,0.320833333333333,0,0,0,0,0,0,0,0,0,0
"97","0699","Las Cruces","TURF","Carnivore",19.55,0.325833333333333,3,4.60358056265985,5,7.67263427109974,2.06167981667509,3.16370304349118,0,0,0,0
"98","0699","Las Cruces","TURF","Herbivore",19.55,0.325833333333333,2,3.0690537084399,5,7.67263427109974,0.551927721874896,0.846947910805467,0,0,1.40285694205194,0.914195107237182
"99","0699","Las Cruces","TURF","Planktivore",19.55,0.325833333333333,1,1.53452685421995,7,10.7416879795396,0.267030793505088,0.409765923537219,0,0,0,0
"100","0699","Las Cruces","TURF","Omnivore",19.55,0.325833333333333,0,0,0,0,0,0,0,0,0,0
"101","0701","Las Cruces","TURF","Carnivore",20.6,0.343333333333333,2,2.9126213592233,3,4.36893203883495,2.02546935257943,2.94971264938752,0,0,0,0
"102","0701","Las Cruces","TURF","Herbivore",20.6,0.343333333333333,2,2.9126213592233,4,5.8252427184466,0.317870263876066,0.462917860013689,1.45631067961165,1,0.613063576521239,0.420970322544584
"103","0701","Las Cruces","TURF","Planktivore",20.6,0.343333333333333,1,1.45631067961165,8,11.6504854368932,0.380983683709673,0.554830607344184,0,0,0,0
"104","0701","Las Cruces","TURF","Omnivore",20.6,0.343333333333333,0,0,0,0,0,0,0,0,0,0
"105","0702","Las Cruces","OA","Carnivore",29.2833333333333,0.488055555555556,1,1.02447353443369,2,2.04894706886739,0.80849528220146,0.828282019329896,0,0,0,0
"106","0702","Las Cruces","OA","Herbivore",29.2833333333333,0.488055555555556,1,1.02447353443369,1,1.02447353443369,0.268192052414868,0.274755659844486,0,0,0,0
"107","0702","Las Cruces","OA","Planktivore",29.2833333333333,0.488055555555556,0,0,0,0,0,0,0,0,0,0
"108","0702","Las Cruces","OA","Omnivore",29.2833333333333,0.488055555555556,0,0,0,0,0,0,0,0,0,0
"109","0703","Las Cruces","OA","Carnivore",24.5666666666667,0.409444444444444,2,2.44233378561737,3,3.66350067842605,0.843797185510455,1.03041718719051,0,0,0,0
"110","0703","Las Cruces","OA","Herbivore",24.5666666666667,0.409444444444444,0,0,0,0,0,0,0,0,0,0
"111","0703","Las Cruces","OA","Planktivore",24.5666666666667,0.409444444444444,0,0,0,0,0,0,0,0,0,0
"112","0703","Las Cruces","OA","Omnivore",24.5666666666667,0.409444444444444,0,0,0,0,0,0,0,0,0,0
"113","0705","Las Cruces","TURF","Carnivore",68.45,1.14083333333333,4,1.75310445580716,7,3.06793279766253,3.15961285963243,1.3847828457118,0.43827611395179,1,0,0
"114","0705","Las Cruces","TURF","Herbivore",68.45,1.14083333333333,1,0.43827611395179,2,0.876552227903579,0.0134555763961628,0.00589725773389167,0,0,0.0498561152039739,0.1137550361904
"115","0705","Las Cruces","TURF","Planktivore",68.45,1.14083333333333,1,0.43827611395179,2,0.876552227903579,0.0952459209274183,0.0417440120938283,0,0,0,0
"116","0705","Las Cruces","TURF","Omnivore",68.45,1.14083333333333,0,0,0,0,0,0,0,0,0,0
"117","0819","Las Cruces","OA","Carnivore",31.0333333333333,0.517222222222222,2,1.93340494092374,2,1.93340494092374,0.836715383363862,0.808854828171295,0,0,0,0
"118","0819","Las Cruces","OA","Herbivore",31.0333333333333,0.517222222222222,2,1.93340494092374,5,4.83351235230934,0.773109301214141,0.747366671420759,0,0,0,0
"119","0819","Las Cruces","OA","Planktivore",31.0333333333333,0.517222222222222,1,0.966702470461869,1,0.966702470461869,0.0144579955932709,0.0139765800579418,0,0,0,0
"120","0819","Las Cruces","OA","Omnivore",31.0333333333333,0.517222222222222,1,0.966702470461869,1,0.966702470461869,0.14766081273918,0.142744072465373,0,0,0,0
"121","0820","Las Cruces","OA","Carnivore",25.2166666666667,0.420277777777778,1,1.18968935888962,2,2.37937871777925,0.669905670075862,0.796979647149076,0,0,0,0
"122","0820","Las Cruces","OA","Herbivore",25.2166666666667,0.420277777777778,2,2.37937871777925,7,8.32782551222736,0.596524359882334,0.709678683270456,4.75875743555849,4,7.293899237835,6.13092752602464
"123","0820","Las Cruces","OA","Planktivore",25.2166666666667,0.420277777777778,0,0,0,0,0,0,0,0,0,0
"124","0820","Las Cruces","OA","Omnivore",25.2166666666667,0.420277777777778,0,0,0,0,0,0,0,0,0,0
"125","0822","Las Cruces","OA","Carnivore",25.15,0.419166666666667,1,1.19284294234592,1,1.19284294234592,0.728280047379701,0.868723714568232,0,0,0,0
"126","0822","Las Cruces","OA","Herbivore",25.15,0.419166666666667,1,1.19284294234592,3,3.57852882703777,0.105481385150326,0.125822725825439,3.57852882703777,3,0.0942615481601862,0.0790225978742894
"127","0822","Las Cruces","OA","Planktivore",25.15,0.419166666666667,1,1.19284294234592,1,1.19284294234592,0.0247116048864702,0.029477063482867,0,0,0,0
"128","0822","Las Cruces","OA","Omnivore",25.15,0.419166666666667,0,0,0,0,0,0,0,0,0,0
"129","364B","Las Cruces","OA","Carnivore",57.4666666666667,0.957777777777778,2,1.04408352668213,2,1.04408352668213,0.585541589414158,0.305677163847298,0,0,0.546991236121004,1.04779210119179
"130","364B","Las Cruces","OA","Herbivore",57.4666666666667,0.957777777777778,1,0.522041763341067,1,0.522041763341067,0.435169874962517,0.227176848878344,0,0,0,0
"131","364B","Las Cruces","OA","Planktivore",57.4666666666667,0.957777777777778,1,0.522041763341067,16,8.35266821345708,0.761967367419346,0.397778788095947,0,0,0,0
"132","364B","Las Cruces","OA","Omnivore",57.4666666666667,0.957777777777778,1,0.522041763341067,37,19.3155452436195,15.372056579479,8.02485552292986,0,0,0,0
"133","368B","Las Cruces","MPA","Carnivore",55.0166666666667,0.916944444444444,2,1.09057861254165,4,2.18115722508331,1.95342517780374,1.06518186005657,0.545289306270827,1,0,0
"134","368B","Las Cruces","MPA","Herbivore",55.0166666666667,0.916944444444444,2,1.09057861254165,7,3.81702514389579,1.26835568231377,0.691620790113537,5.9981823689791,11,8.73858739019703,16.0255983194669
"135","368B","Las Cruces","MPA","Planktivore",55.0166666666667,0.916944444444444,0,0,0,0,0,0,0,0,0,0
"136","368B","Las Cruces","MPA","Omnivore",55.0166666666667,0.916944444444444,0,0,0,0,0,0,0,0,0,0
"137","643B","Chañaral de Aceituno","TURF","Carnivore",30.5666666666667,0.509444444444444,3,2.94438386041439,6,5.88876772082879,2.28490492955373,2.24254573238643,0.981461286804798,1,0,0
"138","643B","Chañaral de Aceituno","TURF","Herbivore",30.5666666666667,0.509444444444444,2,1.9629225736096,2,1.9629225736096,0.0475995703519303,0.046717135568961,0,0,0,0
"139","643B","Chañaral de Aceituno","TURF","Planktivore",30.5666666666667,0.509444444444444,1,0.981461286804798,1,0.981461286804798,0.0144579955932709,0.0141899629595898,5.88876772082879,6,0,0
"140","643B","Chañaral de Aceituno","TURF","Omnivore",30.5666666666667,0.509444444444444,1,0.981461286804798,1,0.981461286804798,0.0374020586640343,0.0367086726255517,0,0,0,0
"141","9643","Chañaral de Aceituno","MPA","Carnivore",27.55,0.459166666666667,1,1.08892921960073,1,1.08892921960073,1.55501343980476,1.69329957147524,0,0,0,0
"142","9643","Chañaral de Aceituno","MPA","Herbivore",27.55,0.459166666666667,1,1.08892921960073,2,2.17785843920145,1.32368160161537,1.44139557344687,0,0,0,0
"143","9643","Chañaral de Aceituno","MPA","Planktivore",27.55,0.459166666666667,1,1.08892921960073,12,13.0671506352087,0.57147552556451,0.622296398073876,16.3339382940109,15,0,0
"144","9643","Chañaral de Aceituno","MPA","Omnivore",27.55,0.459166666666667,1,1.08892921960073,16,17.4228675136116,4.58361335127676,4.99123050955727,0,0,0,0
"145","9644","Chañaral de Aceituno","MPA","Carnivore",19.65,0.3275,3,4.58015267175573,5,7.63358778625954,2.57423886178939,3.93013566685404,1.52671755725191,1,0,0
"146","9644","Chañaral de Aceituno","MPA","Herbivore",19.65,0.3275,2,3.05343511450382,5,7.63358778625954,0.841564892421352,1.28483189682649,0,0,0,0
"147","9644","Chañaral de Aceituno","MPA","Planktivore",19.65,0.3275,1,1.52671755725191,6,9.16030534351145,0.233279063582596,0.356151242110834,4.58015267175573,3,0,0
"148","9644","Chañaral de Aceituno","MPA","Omnivore",19.65,0.3275,1,1.52671755725191,4,6.10687022900763,2.13627411594507,3.26148719991614,0,0,0,0
"149","9679","Chañaral de Aceituno","OA","Carnivore",11.4333333333333,0.190555555555556,1,2.62390670553936,1,2.62390670553936,0.48399742829465,1.26996409756614,0,0,0,0
"150","9679","Chañaral de Aceituno","OA","Herbivore",11.4333333333333,0.190555555555556,2,5.24781341107872,2,5.24781341107872,0.367787050754719,0.965038908685852,0,0,0.394001373216532,0.150158301125856
"151","9679","Chañaral de Aceituno","OA","Planktivore",11.4333333333333,0.190555555555556,1,2.62390670553936,3,7.87172011661808,0.172719786211958,0.453200605220881,0,0,0,0
"152","9679","Chañaral de Aceituno","OA","Omnivore",11.4333333333333,0.190555555555556,0,0,0,0,0,0,0,0,0,0
"153","9687","Chañaral de Aceituno","MPA","Carnivore",16.2166666666667,0.270277777777778,4,7.39979445015416,7,12.9496402877698,7.05216193684951,13.0461371904719,0,0,0,0
"154","9687","Chañaral de Aceituno","MPA","Herbivore",16.2166666666667,0.270277777777778,2,3.69989722507708,4,7.39979445015416,0.833051747738526,1.54110292490169,3.69989722507708,2,2.1101048263322,1.14062888667846
"155","9687","Chañaral de Aceituno","MPA","Planktivore",16.2166666666667,0.270277777777778,1,1.84994861253854,2,3.69989722507708,0.0777596878608654,0.143851426669638,0,0,0,0
"156","9687","Chañaral de Aceituno","MPA","Omnivore",16.2166666666667,0.270277777777778,0,0,0,0,0,0,0,0,0,0
"157","9765","Las Cruces","OA","Carnivore",21.5333333333333,0.358888888888889,1,1.39318885448916,3,4.17956656346749,1.45199228488395,2.02289946810457,0,0,0,0
"158","9765","Las Cruces","OA","Herbivore",21.5333333333333,0.358888888888889,0,0,0,0,0,0,0,0,0,0
"159","9765","Las Cruces","OA","Planktivore",21.5333333333333,0.358888888888889,0,0,0,0,0,0,0,0,0,0
"160","9765","Las Cruces","OA","Omnivore",21.5333333333333,0.358888888888889,0,0,0,0,0,0,0,0,0,0
"161","9853","Chañaral de Aceituno","MPA","Carnivore",33.8,0.563333333333333,2,1.77514792899408,5,4.43786982248521,1.06291751635526,0.943417913924783,0,0,2.12587529925253,2.39515283715785
"162","9853","Chañaral de Aceituno","MPA","Herbivore",33.8,0.563333333333333,3,2.66272189349112,3,2.66272189349112,0.233832745602132,0.207543857043313,0,0,0,0
"163","9853","Chañaral de Aceituno","MPA","Planktivore",33.8,0.563333333333333,0,0,0,0,0,0,0,0,0,0
"164","9853","Chañaral de Aceituno","MPA","Omnivore",33.8,0.563333333333333,0,0,0,0,0,0,0,0,0,0
"165","9855","Chañaral de Aceituno","MPA","Carnivore",13.8666666666667,0.231111111111111,2,4.32692307692308,3,6.49038461538461,0.703588349407474,1.52218633285271,0,0,0,0
"166","9855","Chañaral de Aceituno","MPA","Herbivore",13.8666666666667,0.231111111111111,1,2.16346153846154,1,2.16346153846154,0.00132901279044445,0.00287526805625002,0,0,0.00673747241054447,0.00311420946976278
"167","9855","Chañaral de Aceituno","MPA","Planktivore",13.8666666666667,0.231111111111111,1,2.16346153846154,6,12.9807692307692,0.0867479735596257,0.187675904335729,21.6346153846154,10,0,0
"168","9855","Chañaral de Aceituno","MPA","Omnivore",13.8666666666667,0.231111111111111,0,0,0,0,0,0,0,0,0,0
"169","9925","Las Cruces","MPA","Carnivore",24.05,0.400833333333333,3,3.74220374220374,4,4.98960498960499,2.4425493327199,3.04683908447388,1.24740124740125,1,1.0678359377271,0.856048476744562
"170","9925","Las Cruces","MPA","Herbivore",24.05,0.400833333333333,2,2.4948024948025,5,6.23700623700624,1.12538822157113,1.4038106713985,9.97920997920998,8,0.21136685911882,0.169445765393587
"171","9925","Las Cruces","MPA","Planktivore",24.05,0.400833333333333,1,1.24740124740125,19,23.7006237006237,0.0962609019502662,0.120075969168731,0,0,0,0
"172","9925","Las Cruces","MPA","Omnivore",24.05,0.400833333333333,0,0,0,0,0,0,0,0,0,0
